month,town,flat_type,block,street_name,storey_range,floor_area_sqm,flat_model,lease_commence_date,resale_price
2007-09,BUKIT TIMAH,5 ROOM,5,FARRER RD,01 TO 03,123,Standard,1974,600000
2007-09,BUKIT TIMAH,EXECUTIVE,6,TOH YI DR,04 TO 06,146,Maisonette,1989,630000
2007-09,BUKIT TIMAH,EXECUTIVE,6,TOH YI DR,10 TO 12,146,Maisonette,1989,638000
2007-10,BUKIT TIMAH,3 ROOM,4,QUEEN'S RD,10 TO 12,73,Improved,1974,300000
2007-10,BUKIT TIMAH,4 ROOM,16,TOH YI DR,04 TO 06,104,Model A,1988,360000
2007-10,BUKIT TIMAH,5 ROOM,9,TOH YI DR,01 TO 03,128,Improved,1989,420000
2007-10,BUKIT TIMAH,EXECUTIVE,2,TOH YI DR,10 TO 12,146,Maisonette,1988,635000
2007-11,BUKIT TIMAH,3 ROOM,8,EMPRESS RD,04 TO 06,65,Improved,1976,220000
2007-11,BUKIT TIMAH,3 ROOM,4,QUEEN'S RD,04 TO 06,74,Improved,1974,242000
2007-11,BUKIT TIMAH,4 ROOM,4,TOH YI DR,07 TO 09,104,Model A,1988,400000
2007-11,BUKIT TIMAH,5 ROOM,5,FARRER RD,13 TO 15,123,Standard,1974,600000
2007-11,BUKIT TIMAH,5 ROOM,5,FARRER RD,16 TO 18,125,Standard,1974,500000
2007-12,BUKIT TIMAH,3 ROOM,8,EMPRESS RD,04 TO 06,65,Improved,1976,230000
2007-12,BUKIT TIMAH,4 ROOM,12,TOH YI DR,07 TO 09,104,Model A,1989,326000
2007-12,BUKIT TIMAH,4 ROOM,12,TOH YI DR,04 TO 06,104,Model A,1989,365000
2007-12,BUKIT TIMAH,5 ROOM,14,TOH YI DR,04 TO 06,122,Improved,1988,440000
2007-12,BUKIT TIMAH,EXECUTIVE,2,TOH YI DR,04 TO 06,146,Maisonette,1988,653000
2007-12,BUKIT TIMAH,EXECUTIVE,7,TOH YI DR,10 TO 12,146,Maisonette,1989,638000
2007-12,BUKIT TIMAH,EXECUTIVE,7,TOH YI DR,10 TO 12,146,Maisonette,1989,639000
2008-01,BUKIT TIMAH,3 ROOM,4,QUEEN'S RD,04 TO 06,73,Improved,1974,245000
2008-01,BUKIT TIMAH,4 ROOM,2,QUEEN'S RD,10 TO 12,89,Improved,1974,418888
2008-01,BUKIT TIMAH,4 ROOM,17,TOH YI DR,04 TO 06,104,Model A,1988,372500
2008-01,BUKIT TIMAH,4 ROOM,4,TOH YI DR,07 TO 09,104,Model A,1988,400000
2008-01,BUKIT TIMAH,EXECUTIVE,2,TOH YI DR,04 TO 06,146,Maisonette,1988,490000
2008-02,BUKIT TIMAH,3 ROOM,4,QUEEN'S RD,04 TO 06,73,Improved,1974,265000
2008-02,BUKIT TIMAH,4 ROOM,3,QUEEN'S RD,07 TO 09,91,Improved,1974,377000
2008-02,BUKIT TIMAH,4 ROOM,16,TOH YI DR,13 TO 15,104,Model A,1988,405000
2008-02,BUKIT TIMAH,4 ROOM,17,TOH YI DR,13 TO 15,104,Model A,1988,405000
2008-02,BUKIT TIMAH,4 ROOM,5,TOH YI DR,04 TO 06,104,Model A,1989,380000
2008-02,BUKIT TIMAH,5 ROOM,13,TOH YI DR,04 TO 06,128,Improved,1988,390000
2008-02,BUKIT TIMAH,5 ROOM,4,TOH YI DR,13 TO 15,122,Improved,1988,440000
2008-02,BUKIT TIMAH,5 ROOM,9,TOH YI DR,07 TO 09,124,Improved,1989,396000
2008-02,BUKIT TIMAH,5 ROOM,1,QUEEN'S RD,22 TO 24,125,Standard,1974,700000
2008-02,BUKIT TIMAH,5 ROOM,1,QUEEN'S RD,22 TO 24,120,Standard,1974,680000
2008-03,BUKIT TIMAH,3 ROOM,8,EMPRESS RD,13 TO 15,65,Improved,1976,295000
2008-03,BUKIT TIMAH,4 ROOM,13,TOH YI DR,04 TO 06,104,Model A,1988,438000
2008-03,BUKIT TIMAH,5 ROOM,13,TOH YI DR,10 TO 12,122,Improved,1988,520000
2008-03,BUKIT TIMAH,EXECUTIVE,6,TOH YI DR,13 TO 15,150,Maisonette,1989,702000
2008-03,BUKIT TIMAH,EXECUTIVE,8,TOH YI DR,01 TO 03,145,Maisonette,1989,635000
2008-04,BUKIT TIMAH,4 ROOM,6,FARRER RD,07 TO 09,91,Improved,1974,400000
2008-04,BUKIT TIMAH,4 ROOM,16,TOH YI DR,07 TO 09,104,Model A,1988,420000
2008-04,BUKIT TIMAH,4 ROOM,17,TOH YI DR,04 TO 06,104,Model A,1988,424000
2008-04,BUKIT TIMAH,5 ROOM,14,TOH YI DR,01 TO 03,122,Improved,1988,415000
2008-04,BUKIT TIMAH,5 ROOM,1,TOH YI DR,04 TO 06,122,Improved,1988,475000
2008-04,BUKIT TIMAH,5 ROOM,4,TOH YI DR,10 TO 12,122,Improved,1988,469000
2008-04,BUKIT TIMAH,5 ROOM,5,FARRER RD,07 TO 09,123,Standard,1974,580000
2008-04,BUKIT TIMAH,5 ROOM,1,QUEEN'S RD,16 TO 18,123,Standard,1974,750000
2008-04,BUKIT TIMAH,EXECUTIVE,6,TOH YI DR,04 TO 06,146,Maisonette,1989,655000
2008-05,BUKIT TIMAH,3 ROOM,4,QUEEN'S RD,04 TO 06,73,Improved,1974,260000
2008-05,BUKIT TIMAH,3 ROOM,2,QUEEN'S RD,10 TO 12,74,Improved,1974,270000
2008-05,BUKIT TIMAH,4 ROOM,2,QUEEN'S RD,04 TO 06,89,Improved,1974,400000
2008-05,BUKIT TIMAH,4 ROOM,16,TOH YI DR,10 TO 12,104,Model A,1988,425000
2008-05,BUKIT TIMAH,4 ROOM,5,TOH YI DR,04 TO 06,104,Model A,1989,422000
2008-05,BUKIT TIMAH,4 ROOM,11,TOH YI DR,04 TO 06,104,Model A,1989,400000
2008-05,BUKIT TIMAH,5 ROOM,14,TOH YI DR,07 TO 09,122,Improved,1988,530000
2008-05,BUKIT TIMAH,5 ROOM,17,TOH YI DR,04 TO 06,122,Improved,1988,528000
2008-05,BUKIT TIMAH,5 ROOM,1,TOH YI DR,04 TO 06,122,Improved,1988,400000
2008-05,BUKIT TIMAH,5 ROOM,5,FARRER RD,13 TO 15,123,Standard,1974,700000
2008-05,BUKIT TIMAH,EXECUTIVE,7,TOH YI DR,07 TO 09,142,Apartment,1989,725000
2008-05,BUKIT TIMAH,EXECUTIVE,2,TOH YI DR,10 TO 12,154,Maisonette,1988,688000
2008-06,BUKIT TIMAH,3 ROOM,4,QUEEN'S RD,10 TO 12,63,Improved,1974,294000
2008-06,BUKIT TIMAH,4 ROOM,2,QUEEN'S RD,10 TO 12,89,Improved,1974,459000
2008-06,BUKIT TIMAH,4 ROOM,14,TOH YI DR,04 TO 06,104,Model A,1988,438000
2008-06,BUKIT TIMAH,4 ROOM,5,TOH YI DR,10 TO 12,104,Model A,1989,436000
2008-06,BUKIT TIMAH,4 ROOM,9,TOH YI DR,07 TO 09,104,Model A,1989,428000
2008-06,BUKIT TIMAH,5 ROOM,13,TOH YI DR,04 TO 06,127,Improved,1988,550000
2008-06,BUKIT TIMAH,EXECUTIVE,8,TOH YI DR,01 TO 03,145,Maisonette,1989,650000
2008-07,BUKIT TIMAH,3 ROOM,8,EMPRESS RD,10 TO 12,65,Improved,1976,299000
2008-07,BUKIT TIMAH,3 ROOM,4,QUEEN'S RD,07 TO 09,74,Improved,1974,328000
2008-07,BUKIT TIMAH,4 ROOM,3,QUEEN'S RD,04 TO 06,91,Improved,1974,430000
2008-07,BUKIT TIMAH,EXECUTIVE,10,TOH YI DR,01 TO 03,146,Maisonette,1989,630000
2008-08,BUKIT TIMAH,4 ROOM,17,TOH YI DR,07 TO 09,104,Model A,1988,438800
2008-08,BUKIT TIMAH,5 ROOM,5,FARRER RD,04 TO 06,125,Standard,1974,615000
2008-08,BUKIT TIMAH,EXECUTIVE,2,TOH YI DR,04 TO 06,146,Maisonette,1988,633000
2008-08,BUKIT TIMAH,EXECUTIVE,2,TOH YI DR,10 TO 12,146,Maisonette,1988,670000
2008-08,BUKIT TIMAH,EXECUTIVE,3,TOH YI DR,01 TO 03,146,Maisonette,1988,630000
2008-09,BUKIT TIMAH,3 ROOM,8,EMPRESS RD,07 TO 09,65,Improved,1976,295000
2008-09,BUKIT TIMAH,3 ROOM,8,EMPRESS RD,13 TO 15,65,Improved,1976,290000
2008-09,BUKIT TIMAH,3 ROOM,4,QUEEN'S RD,10 TO 12,63,Improved,1974,290000
2008-09,BUKIT TIMAH,4 ROOM,3,QUEEN'S RD,10 TO 12,91,Improved,1974,425000
2008-09,BUKIT TIMAH,4 ROOM,13,TOH YI DR,04 TO 06,104,Model A,1988,455000
2008-09,BUKIT TIMAH,4 ROOM,19,TOH YI DR,04 TO 06,84,Simplified,1988,386000
2008-09,BUKIT TIMAH,5 ROOM,8,EMPRESS RD,04 TO 06,130,Adjoined flat,1976,501000
2008-09,BUKIT TIMAH,5 ROOM,17,TOH YI DR,10 TO 12,122,Improved,1988,550000
2008-09,BUKIT TIMAH,5 ROOM,5,FARRER RD,13 TO 15,123,Standard,1974,666000
2008-09,BUKIT TIMAH,5 ROOM,5,FARRER RD,04 TO 06,123,Standard,1974,625000
2008-09,BUKIT TIMAH,5 ROOM,1,QUEEN'S RD,04 TO 06,120,Standard,1974,650000
2008-10,BUKIT TIMAH,3 ROOM,8,EMPRESS RD,04 TO 06,65,Improved,1976,290000
2008-10,BUKIT TIMAH,3 ROOM,8,EMPRESS RD,10 TO 12,65,Improved,1976,318000
2008-10,BUKIT TIMAH,4 ROOM,14,TOH YI DR,04 TO 06,104,Model A,1988,420000
2008-10,BUKIT TIMAH,4 ROOM,9,TOH YI DR,10 TO 12,104,Model A,1989,440000
2008-10,BUKIT TIMAH,4 ROOM,9,TOH YI DR,04 TO 06,104,Model A,1989,420000
2008-10,BUKIT TIMAH,EXECUTIVE,2,TOH YI DR,13 TO 15,150,Maisonette,1988,702000
2008-10,BUKIT TIMAH,EXECUTIVE,6,TOH YI DR,10 TO 12,150,Maisonette,1989,665000
2008-11,BUKIT TIMAH,3 ROOM,8,EMPRESS RD,13 TO 15,76,Improved,1976,334100
2008-11,BUKIT TIMAH,3 ROOM,4,QUEEN'S RD,07 TO 09,73,Improved,1974,346000
2008-11,BUKIT TIMAH,3 ROOM,4,QUEEN'S RD,10 TO 12,73,Improved,1974,345000
2008-11,BUKIT TIMAH,4 ROOM,2,QUEEN'S RD,01 TO 03,89,Improved,1974,428000
2008-11,BUKIT TIMAH,4 ROOM,5,TOH YI DR,04 TO 06,104,Model A,1989,459000
2008-11,BUKIT TIMAH,5 ROOM,16,TOH YI DR,07 TO 09,122,Improved,1988,523000
2008-11,BUKIT TIMAH,5 ROOM,17,TOH YI DR,01 TO 03,122,Improved,1988,435000
2008-11,BUKIT TIMAH,5 ROOM,5,FARRER RD,13 TO 15,123,Standard,1974,650000
2008-11,BUKIT TIMAH,EXECUTIVE,3,TOH YI DR,01 TO 03,146,Maisonette,1988,628000
2008-11,BUKIT TIMAH,EXECUTIVE,3,TOH YI DR,04 TO 06,146,Maisonette,1988,680000
2008-12,BUKIT TIMAH,3 ROOM,8,EMPRESS RD,04 TO 06,65,Improved,1976,292000
2008-12,BUKIT TIMAH,4 ROOM,6,FARRER RD,01 TO 03,91,Improved,1974,400000
2008-12,BUKIT TIMAH,4 ROOM,1,TOH YI DR,07 TO 09,104,Model A,1988,460000
2008-12,BUKIT TIMAH,5 ROOM,11,TOH YI DR,04 TO 06,122,Improved,1989,490000
2009-01,BUKIT TIMAH,4 ROOM,1,TOH YI DR,10 TO 12,104,Model A,1988,456800
2009-01,BUKIT TIMAH,4 ROOM,4,TOH YI DR,10 TO 12,104,Model A,1988,465000
2009-01,BUKIT TIMAH,4 ROOM,11,TOH YI DR,10 TO 12,104,Model A,1989,460000
2009-01,BUKIT TIMAH,EXECUTIVE,6,TOH YI DR,10 TO 12,150,Maisonette,1989,665000
2009-02,BUKIT TIMAH,3 ROOM,8,EMPRESS RD,13 TO 15,65,Improved,1976,350000
2009-02,BUKIT TIMAH,4 ROOM,16,TOH YI DR,01 TO 03,104,Model A,1988,426000
2009-02,BUKIT TIMAH,4 ROOM,1,TOH YI DR,07 TO 09,104,Model A,1988,448000
2009-03,BUKIT TIMAH,3 ROOM,4,QUEEN'S RD,10 TO 12,63,Improved,1974,315000
2009-03,BUKIT TIMAH,4 ROOM,6,FARRER RD,10 TO 12,91,Improved,1974,395000
2009-03,BUKIT TIMAH,4 ROOM,2,QUEEN'S RD,01 TO 03,89,Improved,1974,408000
2009-03,BUKIT TIMAH,4 ROOM,13,TOH YI DR,10 TO 12,104,Model A,1988,438000
2009-03,BUKIT TIMAH,4 ROOM,17,TOH YI DR,04 TO 06,104,Model A,1988,428000
2009-03,BUKIT TIMAH,4 ROOM,11,TOH YI DR,04 TO 06,108,Model A,1989,410000
2009-03,BUKIT TIMAH,5 ROOM,14,TOH YI DR,10 TO 12,122,Improved,1988,518000
2009-04,BUKIT TIMAH,3 ROOM,8,EMPRESS RD,07 TO 09,65,Improved,1976,295000
2009-04,BUKIT TIMAH,3 ROOM,8,EMPRESS RD,04 TO 06,65,Improved,1976,282000
2009-04,BUKIT TIMAH,4 ROOM,17,TOH YI DR,13 TO 15,104,Model A,1988,450000
2009-04,BUKIT TIMAH,4 ROOM,12,TOH YI DR,07 TO 09,104,Model A,1989,438000
2009-04,BUKIT TIMAH,5 ROOM,1,TOH YI DR,10 TO 12,128,Improved,1988,550000
2009-04,BUKIT TIMAH,5 ROOM,1,QUEEN'S RD,07 TO 09,123,Standard,1974,650000
2009-05,BUKIT TIMAH,3 ROOM,8,EMPRESS RD,04 TO 06,65,Improved,1976,354000
2009-05,BUKIT TIMAH,3 ROOM,6,FARRER RD,07 TO 09,76,Improved,1974,340000
2009-05,BUKIT TIMAH,4 ROOM,9,TOH YI DR,01 TO 03,104,Model A,1989,428000
2009-05,BUKIT TIMAH,4 ROOM,11,TOH YI DR,04 TO 06,104,Model A,1989,400000
2009-06,BUKIT TIMAH,4 ROOM,6,FARRER RD,01 TO 03,91,Improved,1974,372000
2009-06,BUKIT TIMAH,4 ROOM,3,QUEEN'S RD,07 TO 09,91,Improved,1974,379000
2009-06,BUKIT TIMAH,5 ROOM,14,TOH YI DR,07 TO 09,122,Improved,1988,527000
2009-06,BUKIT TIMAH,5 ROOM,5,FARRER RD,10 TO 12,120,Standard,1974,580000
2009-06,BUKIT TIMAH,5 ROOM,1,QUEEN'S RD,19 TO 21,123,Standard,1974,595000
2009-07,BUKIT TIMAH,3 ROOM,8,EMPRESS RD,10 TO 12,65,Improved,1976,288000
2009-07,BUKIT TIMAH,3 ROOM,4,QUEEN'S RD,01 TO 03,74,Improved,1974,250000
2009-07,BUKIT TIMAH,4 ROOM,17,TOH YI DR,04 TO 06,104,Model A,1988,400000
2009-07,BUKIT TIMAH,4 ROOM,12,TOH YI DR,10 TO 12,104,Model A,1989,467000
2009-07,BUKIT TIMAH,5 ROOM,14,TOH YI DR,07 TO 09,122,Improved,1988,488000
2009-07,BUKIT TIMAH,5 ROOM,11,TOH YI DR,01 TO 03,122,Improved,1989,490000
2009-07,BUKIT TIMAH,5 ROOM,5,FARRER RD,07 TO 09,123,Standard,1974,625000
2009-07,BUKIT TIMAH,EXECUTIVE,3,TOH YI DR,01 TO 03,150,Maisonette,1988,575000
2009-07,BUKIT TIMAH,EXECUTIVE,6,TOH YI DR,10 TO 12,150,Maisonette,1989,665000
2009-08,BUKIT TIMAH,3 ROOM,8,EMPRESS RD,01 TO 03,65,Improved,1976,285000
2009-08,BUKIT TIMAH,3 ROOM,4,QUEEN'S RD,04 TO 06,73,Improved,1974,310000
2009-08,BUKIT TIMAH,3 ROOM,4,QUEEN'S RD,07 TO 09,73,Improved,1974,345000
2009-08,BUKIT TIMAH,4 ROOM,9,TOH YI DR,10 TO 12,104,Model A,1989,440000
2009-08,BUKIT TIMAH,5 ROOM,1,QUEEN'S RD,10 TO 12,123,Standard,1974,670000
2009-08,BUKIT TIMAH,EXECUTIVE,15,TOH YI DR,01 TO 03,145,Maisonette,1988,585000
2009-08,BUKIT TIMAH,EXECUTIVE,6,TOH YI DR,04 TO 06,146,Maisonette,1989,628000
2009-08,BUKIT TIMAH,EXECUTIVE,6,TOH YI DR,10 TO 12,146,Maisonette,1989,645000
2009-08,BUKIT TIMAH,EXECUTIVE,10,TOH YI DR,01 TO 03,146,Maisonette,1989,605000
2009-09,BUKIT TIMAH,3 ROOM,8,EMPRESS RD,04 TO 06,65,Improved,1976,313000
2009-09,BUKIT TIMAH,3 ROOM,8,EMPRESS RD,07 TO 09,65,Improved,1976,298000
2009-09,BUKIT TIMAH,3 ROOM,8,EMPRESS RD,10 TO 12,65,Improved,1976,355000
2009-09,BUKIT TIMAH,3 ROOM,4,QUEEN'S RD,10 TO 12,63,Improved,1974,325000
2009-09,BUKIT TIMAH,3 ROOM,4,QUEEN'S RD,10 TO 12,73,Improved,1974,386000
2009-09,BUKIT TIMAH,4 ROOM,13,TOH YI DR,10 TO 12,104,Model A,1988,455000
2009-09,BUKIT TIMAH,4 ROOM,16,TOH YI DR,01 TO 03,104,Model A,1988,405000
2009-09,BUKIT TIMAH,4 ROOM,4,TOH YI DR,01 TO 03,104,Model A,1988,433000
2009-09,BUKIT TIMAH,5 ROOM,1,TOH YI DR,07 TO 09,122,Improved,1988,553000
2009-09,BUKIT TIMAH,5 ROOM,5,TOH YI DR,10 TO 12,122,Improved,1989,570000
2009-09,BUKIT TIMAH,EXECUTIVE,7,TOH YI DR,07 TO 09,146,Apartment,1989,643888
2009-09,BUKIT TIMAH,EXECUTIVE,6,TOH YI DR,07 TO 09,146,Maisonette,1989,650000
2009-10,BUKIT TIMAH,3 ROOM,4,QUEEN'S RD,04 TO 06,73,Improved,1974,372000
2009-10,BUKIT TIMAH,4 ROOM,3,QUEEN'S RD,04 TO 06,91,Improved,1974,395000
2009-10,BUKIT TIMAH,4 ROOM,13,TOH YI DR,04 TO 06,104,Model A,1988,445000
2009-10,BUKIT TIMAH,4 ROOM,14,TOH YI DR,10 TO 12,104,Model A,1988,449000
2009-10,BUKIT TIMAH,4 ROOM,4,TOH YI DR,04 TO 06,104,Model A,1988,450000
2009-10,BUKIT TIMAH,5 ROOM,9,TOH YI DR,01 TO 03,128,Improved,1989,480000
2009-10,BUKIT TIMAH,5 ROOM,11,TOH YI DR,04 TO 06,122,Improved,1989,555000
2009-10,BUKIT TIMAH,EXECUTIVE,2,TOH YI DR,04 TO 06,146,Maisonette,1988,660000
2009-10,BUKIT TIMAH,EXECUTIVE,3,TOH YI DR,01 TO 03,154,Maisonette,1988,665000
2009-10,BUKIT TIMAH,EXECUTIVE,3,TOH YI DR,10 TO 12,146,Maisonette,1988,673000
2009-10,BUKIT TIMAH,EXECUTIVE,6,TOH YI DR,07 TO 09,154,Maisonette,1989,658000
2009-10,BUKIT TIMAH,EXECUTIVE,6,TOH YI DR,10 TO 12,154,Maisonette,1989,580000
2009-11,BUKIT TIMAH,3 ROOM,8,EMPRESS RD,04 TO 06,65,Improved,1976,285000
2009-11,BUKIT TIMAH,3 ROOM,4,QUEEN'S RD,07 TO 09,73,Improved,1974,370000
2009-11,BUKIT TIMAH,5 ROOM,13,TOH YI DR,10 TO 12,122,Improved,1988,520000
2009-11,BUKIT TIMAH,5 ROOM,5,FARRER RD,07 TO 09,123,Standard,1974,640000
2009-11,BUKIT TIMAH,EXECUTIVE,2,TOH YI DR,13 TO 15,150,Maisonette,1988,635000
2009-11,BUKIT TIMAH,EXECUTIVE,6,TOH YI DR,13 TO 15,154,Maisonette,1989,688000
2009-12,BUKIT TIMAH,3 ROOM,6,FARRER RD,04 TO 06,76,Improved,1974,350000
2009-12,BUKIT TIMAH,3 ROOM,4,QUEEN'S RD,04 TO 06,73,Improved,1974,380000
2009-12,BUKIT TIMAH,3 ROOM,4,QUEEN'S RD,10 TO 12,74,Improved,1974,410000
2009-12,BUKIT TIMAH,4 ROOM,3,QUEEN'S RD,04 TO 06,91,Improved,1974,422000
2009-12,BUKIT TIMAH,4 ROOM,16,TOH YI DR,07 TO 09,104,Model A,1988,480000
2009-12,BUKIT TIMAH,4 ROOM,5,TOH YI DR,07 TO 09,104,Model A,1989,411000
2009-12,BUKIT TIMAH,5 ROOM,4,TOH YI DR,04 TO 06,122,Improved,1988,552888
2009-12,BUKIT TIMAH,5 ROOM,11,TOH YI DR,04 TO 06,122,Improved,1989,530000
2009-12,BUKIT TIMAH,EXECUTIVE,15,TOH YI DR,01 TO 03,145,Maisonette,1988,630000
2010-01,BUKIT TIMAH,3 ROOM,8,EMPRESS RD,07 TO 09,65,Improved,1976,343000
2010-01,BUKIT TIMAH,3 ROOM,4,QUEEN'S RD,01 TO 03,73,Improved,1974,334000
2010-01,BUKIT TIMAH,3 ROOM,4,QUEEN'S RD,10 TO 12,73,Improved,1974,380000
2010-01,BUKIT TIMAH,4 ROOM,6,FARRER RD,01 TO 03,91,Improved,1974,445000
2010-01,BUKIT TIMAH,4 ROOM,3,QUEEN'S RD,10 TO 12,91,Improved,1974,440000
2010-01,BUKIT TIMAH,4 ROOM,2,QUEEN'S RD,01 TO 03,89,Improved,1974,413888
2010-01,BUKIT TIMAH,4 ROOM,13,TOH YI DR,13 TO 15,104,Model A,1988,480000
2010-01,BUKIT TIMAH,4 ROOM,14,TOH YI DR,07 TO 09,104,Model A,1988,455000
2010-01,BUKIT TIMAH,5 ROOM,17,TOH YI DR,10 TO 12,122,Improved,1988,560388
2010-01,BUKIT TIMAH,5 ROOM,5,FARRER RD,04 TO 06,120,Standard,1974,600000
2010-01,BUKIT TIMAH,EXECUTIVE,7,TOH YI DR,10 TO 12,146,Maisonette,1989,700000
2010-01,BUKIT TIMAH,EXECUTIVE,8,TOH YI DR,01 TO 03,146,Maisonette,1989,640000
2010-02,BUKIT TIMAH,3 ROOM,8,EMPRESS RD,04 TO 06,65,Improved,1976,280000
2010-02,BUKIT TIMAH,4 ROOM,14,TOH YI DR,10 TO 12,104,Model A,1988,474000
2010-02,BUKIT TIMAH,4 ROOM,5,TOH YI DR,01 TO 03,104,Model A,1989,460000
2010-02,BUKIT TIMAH,5 ROOM,1,TOH YI DR,01 TO 03,128,Improved,1988,506000
2010-02,BUKIT TIMAH,5 ROOM,5,FARRER RD,19 TO 21,120,Standard,1974,710000
2010-02,BUKIT TIMAH,EXECUTIVE,15,TOH YI DR,01 TO 03,145,Maisonette,1988,655800
2010-02,BUKIT TIMAH,EXECUTIVE,2,TOH YI DR,07 TO 09,146,Maisonette,1988,700000
2010-02,BUKIT TIMAH,EXECUTIVE,8,TOH YI DR,01 TO 03,145,Maisonette,1989,675000
2010-03,BUKIT TIMAH,3 ROOM,8,EMPRESS RD,10 TO 12,65,Improved,1976,348000
2010-03,BUKIT TIMAH,3 ROOM,8,EMPRESS RD,04 TO 06,65,Improved,1976,330000
2010-03,BUKIT TIMAH,3 ROOM,4,QUEEN'S RD,04 TO 06,73,Improved,1974,378000
2010-03,BUKIT TIMAH,3 ROOM,4,QUEEN'S RD,07 TO 09,73,Improved,1974,390000
2010-03,BUKIT TIMAH,3 ROOM,4,QUEEN'S RD,10 TO 12,63,Improved,1974,363000
2010-03,BUKIT TIMAH,3 ROOM,18,TOH YI DR,04 TO 06,64,Simplified,1989,293000
2010-03,BUKIT TIMAH,4 ROOM,13,TOH YI DR,04 TO 06,104,Model A,1988,463000
2010-03,BUKIT TIMAH,4 ROOM,16,TOH YI DR,07 TO 09,104,Model A,1988,455000
2010-03,BUKIT TIMAH,5 ROOM,14,TOH YI DR,07 TO 09,122,Improved,1988,585000
2010-03,BUKIT TIMAH,5 ROOM,5,FARRER RD,10 TO 12,125,Standard,1974,690000
2010-03,BUKIT TIMAH,5 ROOM,1,QUEEN'S RD,07 TO 09,125,Standard,1974,625000
2010-03,BUKIT TIMAH,5 ROOM,1,QUEEN'S RD,16 TO 18,123,Standard,1974,730000
2010-03,BUKIT TIMAH,EXECUTIVE,7,TOH YI DR,07 TO 09,146,Apartment,1989,660000
2010-03,BUKIT TIMAH,EXECUTIVE,2,TOH YI DR,01 TO 03,150,Maisonette,1988,643000
2010-03,BUKIT TIMAH,EXECUTIVE,6,TOH YI DR,01 TO 03,146,Maisonette,1989,652000
2010-04,BUKIT TIMAH,3 ROOM,2,QUEEN'S RD,10 TO 12,74,Improved,1974,398000
2010-04,BUKIT TIMAH,4 ROOM,3,QUEEN'S RD,07 TO 09,91,Improved,1974,460000
2010-04,BUKIT TIMAH,4 ROOM,3,QUEEN'S RD,10 TO 12,91,Improved,1974,425000
2010-04,BUKIT TIMAH,4 ROOM,12,TOH YI DR,10 TO 12,104,Model A,1989,488000
2010-04,BUKIT TIMAH,4 ROOM,18,TOH YI DR,01 TO 03,88,Simplified,1989,401000
2010-04,BUKIT TIMAH,5 ROOM,14,TOH YI DR,04 TO 06,122,Improved,1988,560000
2010-04,BUKIT TIMAH,EXECUTIVE,10,TOH YI DR,04 TO 06,146,Maisonette,1989,674000
2010-05,BUKIT TIMAH,3 ROOM,4,QUEEN'S RD,04 TO 06,74,Improved,1974,320000
2010-05,BUKIT TIMAH,4 ROOM,14,TOH YI DR,01 TO 03,104,Model A,1988,480000
2010-05,BUKIT TIMAH,4 ROOM,4,TOH YI DR,10 TO 12,104,Model A,1988,500000
2010-05,BUKIT TIMAH,4 ROOM,18,TOH YI DR,04 TO 06,84,Simplified,1989,390000
2010-05,BUKIT TIMAH,5 ROOM,1,TOH YI DR,01 TO 03,122,Improved,1988,540000
2010-06,BUKIT TIMAH,3 ROOM,8,EMPRESS RD,04 TO 06,65,Improved,1976,300000
2010-06,BUKIT TIMAH,3 ROOM,4,QUEEN'S RD,01 TO 03,73,Improved,1974,360000
2010-06,BUKIT TIMAH,3 ROOM,18,TOH YI DR,01 TO 03,64,Simplified,1989,320000
2010-06,BUKIT TIMAH,4 ROOM,3,QUEEN'S RD,07 TO 09,91,Improved,1974,425000
2010-06,BUKIT TIMAH,4 ROOM,17,TOH YI DR,13 TO 15,104,Model A,1988,525000
2010-06,BUKIT TIMAH,4 ROOM,1,TOH YI DR,04 TO 06,104,Model A,1988,458000
2010-06,BUKIT TIMAH,5 ROOM,5,FARRER RD,13 TO 15,123,Standard,1974,650000
2010-06,BUKIT TIMAH,EXECUTIVE,6,TOH YI DR,04 TO 06,146,Maisonette,1989,608000
2010-07,BUKIT TIMAH,3 ROOM,3,QUEEN'S RD,07 TO 09,76,Improved,1974,480888
2010-07,BUKIT TIMAH,3 ROOM,2,QUEEN'S RD,10 TO 12,74,Improved,1974,415000
2010-07,BUKIT TIMAH,4 ROOM,6,FARRER RD,01 TO 03,91,Improved,1974,502000
2010-07,BUKIT TIMAH,4 ROOM,13,TOH YI DR,10 TO 12,104,Model A,1988,500000
2010-07,BUKIT TIMAH,4 ROOM,17,TOH YI DR,13 TO 15,104,Model A,1988,510000
2010-07,BUKIT TIMAH,4 ROOM,17,TOH YI DR,04 TO 06,104,Model A,1988,380000
2010-07,BUKIT TIMAH,4 ROOM,1,TOH YI DR,01 TO 03,104,Model A,1988,483000
2010-07,BUKIT TIMAH,4 ROOM,1,TOH YI DR,04 TO 06,104,Model A,1988,462000
2010-07,BUKIT TIMAH,4 ROOM,1,TOH YI DR,04 TO 06,104,Model A,1988,517500
2010-07,BUKIT TIMAH,EXECUTIVE,3,TOH YI DR,10 TO 12,146,Maisonette,1988,673000
2010-07,BUKIT TIMAH,EXECUTIVE,7,TOH YI DR,01 TO 03,146,Maisonette,1989,700000
2010-08,BUKIT TIMAH,4 ROOM,3,QUEEN'S RD,04 TO 06,91,Improved,1974,495000
2010-08,BUKIT TIMAH,4 ROOM,1,TOH YI DR,10 TO 12,104,Model A,1988,590000
